('i.e.', 0.04922482060988937)
('dcg', 0.048534016721734595)
('processor', 0.04354378381342957)
('learning', 0.04031175955984782)
('posse', 0.035326027549664546)
('technologiesspanning', 0.025883544553320554)
('solutionsthat', 0.025883544553320554)
('typically', 0.024413279829365687)
('cpus', 0.023690041704795817)
('cloud', 0.02345949897061688)
('multimodal', 0.023202223393555634)
('computing', 0.023125446033283984)
('heterogenous', 0.02277965599118483)
('5g', 0.022406925161497993)
('multi-core', 0.022406925161497993)
('graphlab', 0.022406925161497993)
('lucene/solr', 0.022406925161497993)
('cluster', 0.02223196710455365)
('underpinning', 0.022073506103958456)
("intel's", 0.021496539743694802)
('statement.', 0.020586154621699212)
('center', 0.020566913660795702)
('localization', 0.020394304848467684)
('gpus', 0.020042325582139496)
('i/o', 0.019725606368194877)
('devices.', 0.019578391424651634)
('distributed', 0.019528451304114458)
('machine', 0.019307424954190293)
('eg.', 0.019173856326283743)
('clara', 0.018704173949013005)
('santa', 0.018493125887151095)
('structure', 0.018404846154531217)
('status', 0.018304593223325345)
('speech recognition', 0.018200806141247236)
('computational neuroscience', 0.018019925676406326)
('algorithm', 0.01794544835007442)
('intel', 0.017933220357694242)
('inventing', 0.017608366623011386)
('prohibits', 0.01738489419646449)
('observation', 0.01738489419646449)
('programing', 0.017313777859828315)
('inference', 0.017109542920864574)
('pc', 0.017109542920864574)
('framework', 0.017079925158961336)
('applied', 0.016940827619632927)
('lucene', 0.0167368135702109)
("customers'", 0.0167368135702109)
('computer', 0.01663860568027797)
('kaggle', 0.016351088369943045)
('winning', 0.016101783273491117)
('mpi', 0.016054195349789517)
('exploit', 0.01587069255310883)
('discrimination', 0.01565533497123811)
('competition', 0.01565533497123811)
('.', 0.015549305874162547)
('deep', 0.015419519618833281)
('software', 0.015270731396034319)
('unsupervised', 0.015120287435167658)
('casual', 0.015085319894939936)
('group', 0.014963093470119237)
('participating', 0.014883260049563465)
('high-performance', 0.014850803066358956)
('solve', 0.014698212212652526)
('assists', 0.014693331413870428)
('inside', 0.014693331413870428)
('c/c++', 0.014514159473514197)
('ai', 0.01448525950487871)
('supervised', 0.014428239509455338)
('heart', 0.014131769712433058)
('detection', 0.013956613254322328)
('strategy.', 0.013813828841553511)
('ml', 0.013744782110629473)
('mahout', 0.013722097313147144)
('segment', 0.013655002606729222)
('data center', 0.013655002606729222)
(u'Cognitive Science', 0.013632950151533237)
('gender', 0.01361416233110126)
('apps', 0.013589300989558434)
('statistic', 0.013453560709120497)
('uses', 0.013420486961354476)
('object', 0.01340000461631792)
('locations', 0.013240750388168233)
('octave', 0.013183037390928217)
('solr', 0.013126358130976718)
('legally', 0.012823046834348801)
('connected', 0.012823046834348801)
('based', 0.012619072565212247)
('electrical engineering', 0.012546281909426632)
('collect', 0.012379291378507242)
('weka', 0.012306205152472343)
('combine', 0.012234768903513053)
('pregnancy', 0.012234768903513053)
('novel', 0.012096559635258271)
('posting', 0.012056247149950187)
('run', 0.01200328380038622)
('california', 0.011977130879806189)
('expertise', 0.011947987832748344)
('developing', 0.011862628303379552)
('storage', 0.011837030261222972)
('skills.', 0.011751000242260964)
('communication skills', 0.01165546155715229)
('language', 0.01163551810418707)
('mathematics', 0.011568944823264593)
('smart', 0.011562723016641992)
('networking', 0.011494910261521477)
('experimentation', 0.011395840440733794)
('problem', 0.011359075041122534)
('delivers', 0.011196355206784105)
('fuel', 0.011176070107367842)
('creativity', 0.011176070107367842)
('business', 0.011160136360880542)
('hard', 0.011135885900258753)
('c++', 0.010970576944354648)
('other', 0.010849746020846967)
('who', 0.010831559453407672)
('expression', 0.010733359829824684)
('hbase', 0.010595753448860984)
('3+', 0.010480068995934327)
('explore', 0.010200672659988006)
('unstructured data', 0.01009116592864924)
('billion', 0.010027235972719468)
(u'Electrical and Electronics Engineering', 0.009957685428401841)
('transformation', 0.009950813719407805)
('data.', 0.009882905123501713)
('cutting', 0.009869496555359524)
('deep learning', 0.009856144566118514)
('extract', 0.009790216869312751)
('business strategy', 0.009618782659238725)
('requires', 0.009606445781157111)
