"cluster_number","position_number","(2, 5]","(5, 10]","[0]","(0, 2]","(10, 15]","(15, 20]","(20, 30)"
0,257,0,0,0.041438013783856274,0,0,0,0
0,258,0,0.0022705165001447435,0,0,0,0,0
0,259,0,0,0.006274899230126808,0,0,0,0
0,260,0,0.004005462663046042,0,0,0,0,0
0,261,0.0028093977968959988,0.0027338872144599975,0,0,0,0,0
0,263,0.0028679269176646654,0,0,0,0,0,0
0,264,0,0,0,0,0,0,0
0,8236,0.005457904971062272,0,0,0,0,0,0
0,266,0.0032950649692317434,0,0,0.006057394053431259,0,0,0
0,268,0.005631565583777889,0,0,0,0,0,0
0,269,0.0032950649692317434,0,0,0.006057394053431259,0,0,0
0,8463,0,0,0,0,0,0,0.008084829362703251
0,272,0,0.0027277019492689117,0,0,0,0,0
0,273,0,0,0.029282863073925105,0,0,0,0
0,274,0,0,0,0,0,0,0
0,8467,0,0.001815729309603703,0,0,0,0,0
0,276,0,0.002940595759943558,0,0,0,0,0
0,277,0,0,0.02174470030241963,0,0,0,0
0,279,0.005816640509066364,0,0,0,0,0,0
0,280,0.0036015826407881845,0,0,0,0,0,0
0,8473,0,0.005633851689611489,0,0.010642897963038099,0,0,0
0,282,0,0,0.009632520748001678,0,0,0,0
0,8475,0.002581134225898199,0.0025117588782851224,0,0.004744958675187819,0,0,0
0,284,0,0,0.02524384747752164,0,0,0,0
0,285,0,0.0022121913056456126,0,0,0,0,0
0,286,0,0,0.009982794229747193,0,0,0,0
0,287,0,0,0,0,0,0,0
0,289,0,0,0,0.006718525557788063,0,0,0
0,290,0.006696996910438571,0,0,0,0,0,0.029454999948443195
0,291,0.0018060414408617134,0,0,0,0,0,0
0,293,0,0.0024112885231537175,0,0,0,0,0
0,294,0,0.009203391309747013,0,0,0,0,0
0,296,0.002285875329208737,0,0,0,0.0036114877420633925,0,0
0,8489,0,0.002480749509417405,0,0,0,0,0
0,298,0,0,0.009760954357975034,0,0,0,0
0,299,0,0,0.06655196153164795,0,0,0,0
0,300,0,0,0.0037160993748635916,0,0,0,0
0,301,0,0,0.011681993247576503,0,0,0,0
0,302,0,0.003620553338068645,0,0,0,0,0
0,305,0,0,0,0,0.00808853866197669,0,0
0,307,0.005631565583777889,0.005480201188985722,0,0,0,0,0
0,308,0,0,0.01830178942120319,0,0,0,0
0,8501,0,0.004841944825609874,0,0,0,0,0
0,310,0,0.0029263210232448027,0,0,0,0,0
0,311,0,0,0.0044100697400489604,0,0,0,0
0,8244,0.0022901006070815814,0,0,0.0042099448504439065,0,0,0
0,8506,0,0.0023593821165887644,0,0,0,0,0
0,315,0,0,0,0.007095265308692067,0,0,0
0,317,0,0.0024910005404480554,0,0,0,0,0
0,8510,0,0,0,0,0.005529452983611184,0,0
0,319,0,0.003889175037344706,0,0,0,0,0
0,320,0.003983744142865387,0,0,0.00732340888774969,0,0,0
0,324,0.0034224984210804847,0,0,0,0,0,0
0,325,0.0021659867629914955,0,0,0,0,0,0
0,326,0.0034607386269026132,0,0,0,0,0,0
0,327,0.004409054905448881,0,0,0,0,0,0
0,328,0,0.0023779965711575126,0,0,0,0,0
0,329,0.0014389598471906335,0.001400283695211218,0,0.0026452731290245684,0,0,0
0,8522,0.0034607386269026132,0,0,0,0,0,0
0,331,0.0032689826607681673,0,0,0.006009446343245787,0,0,0
0,332,0,0,0.009982794229747193,0,0,0,0
0,333,0,0,0.04575447355300797,0,0,0,0
0,334,0,0,0.006950046615646781,0,0,0,0
0,335,0,0.0025816793609782845,0,0,0,0,0
0,336,0.0018686944621887414,0,0,0,0,0,0
0,337,0,0,0,0,0,0,0
0,8531,0,0,0.04482070878662005,0,0,0,0
0,340,0.004347173433091703,0,0,0.007991509347684748,0,0,0
0,341,0,0,0.012001173390952911,0,0,0,0
0,344,0.0016344913303840837,0,0,0.0030047231716228934,0,0,0
0,345,0.002298598197460363,0,0,0,0,0,0
0,347,0.007203165281576369,0,0,0,0,0,0
0,348,0,0,0.004837477380053707,0,0,0,0
0,349,0,0,0.005518127463679354,0,0,0,0
0,351,0.003800443031997348,0,0,0,0,0,0
0,353,0,0,0.006421680498667785,0,0,0,0
0,354,0,0.003189535083536663,0,0.00602534434944485,0,0,0
0,8251,0,0,0.014261134613924564,0,0,0,0
0,357,0.0035704450387064423,0,0,0,0,0,0
0,358,0,0,0.006950046615646781,0,0,0,0
0,362,0.0032689826607681673,0,0,0,0,0,0.014377770423382561
0,364,0,0.003240979197787255,0,0,0,0,0
0,366,0,0,0.06655196153164795,0,0,0,0
0,370,0,0,0.019785718293192638,0,0,0,0
0,371,0,0.0034446978902195964,0,0,0,0,0
0,372,0,0,0,0,0.004044269330988345,0,0
0,377,0,0,0.004427852279323352,0,0,0,0
0,378,0.0035807642440206225,0,0,0,0,0,0
0,379,0,0.002940595759943558,0,0,0,0,0
0,380,0,0,0.004957595328542624,0,0,0,0
0,381,0.002208457091677603,0,0,0,0,0,0
0,382,0.0037543770558519257,0,0,0,0,0,0
0,385,0.004657685821169682,0,0,0,0,0,0
0,386,0.0024293028008453635,0,0,0,0,0,0
0,388,0.005631565583777889,0,0,0,0,0,0
0,389,0,0,0.00688468567568772,0,0,0,0
0,391,0,0,0.007107491037360462,0,0,0,0
0,393,0,0.003839631406295729,0,0,0,0,0
0,394,0,0,0.005935715487957792,0,0,0,0
0,397,0,0.0028912332411915077,0,0,0,0,0
0,400,0.0043778955068238005,0,0,0,0,0,0
0,402,0,0.0028368100272396675,0,0,0,0,0
0,403,0,0.0021881021081249703,0,0,0,0,0
0,404,0.0029639818861988887,0,0,0,0,0,0
0,406,0.004839626673559123,0,0,0,0,0,0
0,407,0.0030071466709493577,0,0,0,0,0,0
0,408,0,0,0.012067113904090015,0,0,0,0
0,8260,0,0,0.01454446841420121,0,0,0,0
0,411,0.0035704450387064423,0,0,0,0,0,0
0,413,0,0,0.004623609959040806,0,0,0,0
0,414,0,0.0026324110514778574,0,0,0,0,0
0,415,0.002664396620282012,0,0,0,0,0,0
0,418,0.008150950187046944,0,0,0,0,0,0
0,420,0,0,0.006615104610073442,0,0,0,0
0,421,0,0,0.0067368550016698855,0,0,0,0
0,423,0,0,0.03327598076582398,0,0,0,0
0,425,0.0029151633610144364,0,0,0,0,0,0
0,429,0,0,0.016389662168241663,0,0,0,0
0,430,0,0,0.015042566647564265,0,0,0,0
0,431,0,0,0.02646041844029377,0,0,0,0
0,432,0.006883024602395198,0,0,0,0,0,0
0,434,0,0.003642429793283561,0,0,0,0,0
0,435,0,0,0.016512892710860018,0,0,0,0
0,436,0.004347173433091703,0,0,0.007991509347684748,0,0,0
0,437,0.001863074328467873,0,0,0,0,0,0
0,438,0,0.002576162952087305,0,0,0,0,0
0,439,0,0,0.011620183759494087,0,0,0,0
0,440,0.002908320254533182,0,0,0,0,0,0
0,442,0,0.003021664815982102,0,0,0,0,0
0,443,0.002777902305899407,0,0,0,0,0,0
0,444,0,0.0021881021081249703,0,0,0,0,0
0,445,0,0,0.009937623215132954,0,0,0,0
0,446,0,0.0021960733362055714,0,0,0,0,0
0,447,0,0.002777982169531933,0,0,0,0,0
0,448,0,0,0.004029751799164005,0,0,0,0
0,451,0,0,0.00950742307594971,0,0,0,0
0,454,0.002492845932457013,0.002425843584661688,0,0,0.003938483614081206,0,0
0,455,0,0,0,0,0,0,0.02358950212321208
0,457,0,0,0.00844697973286301,0,0,0,0
0,458,0,0,0.002863382960292546,0,0,0,0
0,459,0.0027655009563194986,0,0,0,0,0,0
0,461,0.0021850871753635545,0,0,0,0,0,0
0,466,0.0035601851391699295,0,0,0,0,0,0
0,468,0,0.004368276310061083,0,0,0,0,0
0,469,0,0,0.005602588598327506,0,0,0,0
0,470,0,0,0.009000880043214683,0,0,0,0
0,474,0,0.002830150848771969,0,0,0,0,0
0,475,0,0,0.012269356036560798,0,0,0,0
0,477,0,0,0.0430630339322428,0,0,0,0
0,478,0,0,0.011807606078195606,0,0,0,0
0,479,0,0.002830150848771969,0,0,0,0,0
0,480,0.0033850940667517365,0,0,0,0,0,0
0,481,0,0,0.009112924193130218,0,0,0,0
0,482,0,0,0,0,0,0,0
0,483,0,0.004841944825609874,0,0,0,0,0
0,484,0.0018273516643527072,0,0,0,0,0,0
0,485,0,0,0,0.01044761543160621,0,0,0
0,487,0,0.004368276310061083,0,0,0,0,0
0,488,0.0025919339506927518,0,0,0,0,0,0
0,489,0,0,0,0,0,0,0.024768977229372685
0,491,0,0.004601695654873506,0,0,0,0,0
0,492,0.0019918720714326935,0,0,0.003661704443874845,0,0,0
0,493,0,0,0.005887975148912554,0,0,0,0
0,494,0.003731760326599806,0,0,0,0,0,0
0,495,0,0,0.031829198993396854,0,0,0,0
0,496,0,0.002576162952087305,0,0,0,0,0
0,498,0,0.00666101801976165,0,0,0,0,0
0,499,0.0037657885362648497,0,0,0,0,0,0
0,501,0,0.01269099222712483,0,0,0,0,0
0,502,0,0.004086929700260538,0,0,0,0,0
0,503,0,0,0.010074379497910013,0,0,0,0
0,504,0,0,0.010558724666078764,0,0,0,0
0,7109,0,0,0,0,0,0,0
0,509,0.004640241304985526,0,0,0,0,0,0
0,510,0,0.003223647758226895,0,0,0,0,0
0,513,0,0,0.031374496150634035,0,0,0,0
0,515,0,0,0,0.010033392793348694,0,0,0
0,516,0,0.002655604100389557,0,0,0,0,0
0,521,0.0019854878660755374,0,0,0.003649968211682938,0,0,0
0,522,0,0,0,0,0,0,0
0,523,0,0,0,0.010033392793348694,0,0,0
0,526,0,0.0021077696880714312,0,0,0,0,0
0,527,0,0,0.009892859146596319,0,0,0,0
0,528,0.0028157827918889444,0,0,0,0,0,0
0,529,0.0038121367028650325,0,0,0,0,0,0
0,530,0,0.004746630951089995,0,0,0,0,0
0,531,0,0,0.006972110255696453,0,0,0,0
0,532,0.0038717013388472987,0,0,0,0,0,0
0,534,0.0052497645272505744,0,0,0,0,0,0
0,535,0.001982311085489817,0,0,0.0036441282625442454,0,0,0
0,537,0.0024293028008453635,0,0,0,0.003838090894506586,0,0
0,540,0.003036628501056705,0,0,0,0,0,0
0,542,0,0.0023547739483923023,0,0,0,0,0
0,546,0,0.0023410568185958424,0,0.004422485755514861,0,0,0.01058092231157668
0,549,0.003044089504744805,0,0,0,0,0,0
0,553,0,0,0.007547129658228119,0,0,0,0
0,556,0.003788820882052402,0,0,0,0,0,0
0,557,0,0,0.01284336099733557,0,0,0,0
0,558,0,0,0,0.006507371897400438,0,0,0
0,559,0,0,0.007787995498384335,0,0,0,0
0,560,0.0019510935880805284,0,0,0.0035867404158900053,0,0,0
0,561,0,0,0.01276869029386269,0,0,0,0
0,563,0,0.003014110653942147,0,0,0,0,0
0,564,0,0,0,0,0.00646015299075366,0,0
0,8286,0,0.005334709122021499,0,0,0,0,0
0,568,0,0.003827442100243996,0,0,0,0,0
0,569,0.0032863247438491656,0,0,0,0,0,0
0,571,0.003945682893092789,0,0,0,0,0,0
0,572,0,0.013857980018124813,0,0,0,0,0
0,577,0,0.003474479139990947,0,0,0,0,0
0,578,0,0,0.007547129658228119,0,0,0,0
0,579,0,0,0.01092644144549444,0,0,0,0
0,580,0.0021928219972232486,0,0,0,0,0,0
0,581,0,0,0,0,0,0,0
0,8289,0,0,0,0,0,0,0
0,584,0,0,0.031829198993396854,0,0,0,0
0,585,0.0027229547877607374,0,0,0,0,0,0
0,586,0,0,0.011091993588607994,0,0,0,0
0,587,0,0,0,0.007880900221765236,0,0,0
0,588,0,0.004290548973583127,0,0,0,0,0
0,8290,0.003339472852914112,0,0,0,0,0,0
0,590,0,0,0,0.007963567007308228,0,0,0
0,594,0.0022045274527244404,0,0,0,0,0,0
0,8291,0.002949867686740799,0,0,0,0,0,0
0,596,0,0,0.010359503445964069,0,0,0,0
0,598,0.005294634309534768,0.00515232590417461,0,0,0,0,0
0,599,0.0014784539718748634,0,0,0,0,0,0
0,600,0,0,0.006757583786290408,0,0,0,0
0,8292,0,0,0.008512460195908459,0,0,0,0
0,602,0,0,0.0074447956967606185,0,0,0,0
0,605,0,0,0.02174470030241963,0,0,0,0
0,608,0,0,0.0062928788840813255,0,0,0,0
0,609,0.004657685821169682,0,0,0,0,0,0
0,610,0.006555261526090664,0,0,0,0,0,0
0,611,0.0032433100220710357,0,0,0,0,0,0
0,612,0,0.0023410568185958424,0,0.004422485755514861,0,0,0.01058092231157668
0,614,0.004783569221741836,0,0,0,0,0,0
0,615,0,0.0035564727480143325,0,0,0,0,0
0,616,0,0.004881150856586473,0,0,0,0,0
0,617,0.002298598197460363,0,0,0,0,0,0
0,8295,0,0.00246553018727374,0,0,0,0,0
0,620,0.0031767805857208604,0,0,0,0,0,0
0,621,0.002307159084601742,0,0,0.004241303843743303,0,0,0
0,622,0,0.008550668521821693,0,0,0,0,0
0,624,0.0019665784578271994,0,0,0.00361520660966691,0,0,0
0,626,0.004075475093523472,0,0,0,0,0,0
0,627,0.0027169833956823147,0,0,0,0,0,0
0,628,0,0.0023640083560330562,0,0,0,0,0
0,629,0,0.004086929700260538,0,0,0,0,0
0,630,0,0.0031979953887980336,0,0.006041326695199346,0,0,0
0,632,0,0.0030292569386353237,0,0,0.004918156673865223,0,0
0,633,0.0036547033287054145,0.0035564727480143325,0,0,0,0,0
0,638,0.0033943682970716043,0,0,0,0,0,0
0,640,0,0.0068502514862321525,0,0,0,0,0
0,641,0,0,0.009385533036514456,0,0,0,0
0,643,0,0.0027652391320570156,0,0,0,0,0
0,645,0,0,0,0,0.005233760310690799,0,0
0,648,0,0,0.008545582609122112,0,0,0,0
0,650,0,0.002843500616926554,0,0,0,0,0
0,652,0,0,0.005951801437789655,0,0,0,0
0,653,0,0,0.006421680498667785,0,0,0,0
0,654,0,0,0,0,0.004774210624874046,0,0
0,656,0,0,0.007733150459663319,0,0,0,0
0,657,0.003731760326599806,0,0,0,0,0,0
0,8478,0.0052497645272505744,0,0,0,0,0,0
0,659,0.0018007913203940923,0.0017523899150826436,0,0,0,0,0
0,660,0.0021850871753635545,0.0021263567223577754,0,0,0,0,0
0,661,0,0,0.04482070878662005,0,0,0,0
0,662,0,0,0.01092644144549444,0,0,0,0
0,663,0.0022485379826336395,0,0,0,0,0,0
0,664,0,0,0,0,0.004379029879638387,0,0
0,665,0,0,0.011681993247576503,0,0,0,0
0,666,0,0,0.012995353435173862,0,0,0,0
0,667,0.009755467940402641,0,0,0,0,0,0
0,668,0.0036226445275764196,0,0,0,0,0,0
0,669,0.0025545245947033723,0,0,0,0,0,0
0,670,0.0052721039507707896,0,0,0,0,0,0
0,672,0.002741027496529061,0,0,0,0,0,0
0,673,0.003431979026125029,0.0033397347966117974,0,0,0,0,0
0,674,0.005606083386566225,0,0,0.010305792597693002,0,0,0
0,675,0.0035097575876236135,0,0,0,0,0,0
0,676,0,0,0.003832835480880249,0,0,0,0
0,677,0,0,0.011935949622523818,0,0,0,0
0,678,0,0.0028169258448057445,0,0,0,0,0
0,680,0,0,0.01262192373876082,0,0,0,0
0,681,0.0020277322887579962,0,0,0.003727627109803852,0,0,0
0,683,0,0.0030292569386353237,0,0,0,0,0
0,8306,0.0018602769195662696,0,0,0,0,0,0
0,687,0.0018715172634911413,0,0,0,0.0029568373960700287,0,0
0,689,0.002410397720683143,0,0,0,0,0,0
0,690,0.0031445290061703946,0,0,0,0,0,0
0,691,0.004783569221741836,0.0046549971489454,0,0,0,0,0
0,693,0,0,0,0,0.004200485742914933,0,0
0,694,0,0.004086929700260538,0,0,0,0,0
0,695,0,0,0.029282863073925105,0,0,0,0
0,8308,0.0020546342096702083,0.0019994100523662668,0,0,0,0,0
0,698,0,0.002905166895365925,0,0,0,0,0
0,703,0,0.002884316415255643,0,0,0,0,0
0,704,0,0,0.0065363533647154245,0,0,0,0
