"cluster_number","position_number","(2, 5]","(5, 10]","[0]","(0, 2]","(10, 15]","(15, 20]","(20, 30)"
0,1681,0.003788820882052402,0,0,0,0,0,0
0,1682,0,0,0,0.0036558269086519315,0,0,0
0,1687,0.0033943682970716043,0,0,0,0,0,0
0,1690,0,0.002460498493013998,0,0,0,0,0
0,1691,0.003983744142865387,0.0038766696513725363,0,0,0,0,0
0,1692,0.002502918037234617,0,0,0,0,0,0
0,1693,0.001874348605795969,0.001823970138542903,0,0,0,0,0
0,1694,0,0,0.04575447355300797,0,0,0,0
0,1695,0,0,0.009548759698019054,0,0,0,0
0,1696,0,0,0.010872350151209815,0,0,0,0
0,1697,0,0,0,0,0,0,0
0,1699,0.0038596399639599234,0,0,0,0.0060979014211786885,0,0
0,1701,0,0,0.004289481895594497,0,0,0,0
0,1703,0.0022901006070815814,0,0,0.0042099448504439065,0,0,0
0,1704,0,0.002587219445443903,0,0,0,0,0
0,8476,0,0.00515232590417461,0,0,0,0,0
0,1707,0,0,0,0,0,0,0
0,1709,0.0026138068110361508,0,0,0,0,0,0
0,1710,0,0.002715415003551484,0,0,0,0,0
0,8477,0.0026992253342726265,0,0,0.004962048287778112,0,0,0
0,1713,0,0,0.006994314428485296,0,0,0,0
0,1715,0,0,0,0,0,0,0
0,1716,0.0021398003945270042,0,0,0,0,0,0
0,1717,0.0041715300620576955,0,0,0.007668620081111627,0,0,0
0,1718,0.00404883800140894,0.003940013926721761,0,0,0,0,0
0,1721,0,0.0025222683296587003,0,0,0,0,0
0,1722,0,0.003889175037344706,0,0,0,0,0
0,8479,0.005098536742514962,0,0,0,0,0,0
0,1724,0,0,0.00535662129401069,0,0,0,0
0,1727,0,0,0.00622157147462998,0,0,0,0
0,1729,0.001718369526256776,0.001672183441854173,0,0,0,0,0
0,1731,0,0,0,0,0,0,0.014727499974221597
0,1732,0,0,0,0,0,0,0
0,1733,0,0,0.008964141757324011,0,0,0,0
0,1734,0.0025704241253758,0,0,0,0,0,0
0,8481,0.0041575316390306555,0,0,0,0,0,0
0,1737,0.0034801809787391447,0,0,0.00639769709014088,0,0,0
0,1738,0.0027532098409580787,0,0,0,0,0,0
0,1739,0.0037543770558519257,0,0,0.006901758073000465,0,0,0
0,1744,0,0,0.005616917469422974,0,0,0,0
0,1756,0,0,0.0057342421163038716,0,0,0,0
0,1757,0,0,0.006083697314527375,0,0,0,0
0,1758,0.001969704973658403,0,0,0.00362095415594619,0,0,0
0,1759,0.0035097575876236135,0,0,0,0,0,0
0,1760,0.0041160944466150685,0,0,0,0,0,0
0,1763,0.002405717336759486,0,0,0.004422485755514861,0,0,0
0,1765,0,0,0.04575447355300797,0,0,0,0
0,1768,0,0,0.004702815268831655,0,0,0,0
0,1769,0,0,0.011620183759494087,0,0,0,0
0,1771,0,0.0049009929332392635,0,0,0,0,0
0,1776,0.00565728049511934,0.005505224938707118,0,0.010399909425069192,0,0,0
0,8488,0.005789459945939885,0,0,0,0,0,0
0,1778,0,0.005660301697543938,0,0,0,0,0
0,1779,0,0.004200851085633654,0,0,0,0,0
0,1780,0.005433966791364629,0.005287913427968679,0,0.009989386684605936,0,0,0
0,1784,0.004839626673559123,0.004709547896784605,0,0,0,0,0
0,1785,0,0.004566834324154769,0,0,0,0,0
0,1786,0,0,0.006863171032951196,0,0,0,0
0,1791,0.00769530700888904,0,0,0,0,0,0
0,1792,0,0,0.00688468567568772,0,0,0,0
0,1795,0.0032603800748187777,0.0031727480567812073,0,0,0,0,0
0,1796,0.0031686558271896053,0.0030834891600431172,0,0,0,0,0
0,1797,0.003958288908725673,0.0038518985992870886,0,0,0,0,0
0,8468,0.003908342045524087,0,0,0,0,0,0
0,1800,0.004588683068263465,0,0,0,0,0,0
0,1801,0.003698341577406375,0,0,0,0,0,0
0,1802,0.0032097005917905066,0,0,0,0,0,0
0,1804,0,0.0027715960036249626,0,0,0,0,0
0,1805,0.007120370278339859,0,0,0,0,0,0
0,1807,0,0,0.005810091879747043,0,0,0,0
0,1813,0,0.003889175037344706,0,0,0,0,0
0,1815,0,0,0.04672797299030601,0,0,0,0
0,1821,0.0032950649692317434,0,0,0,0,0,0
0,1823,0,0,0,0,0,0,0.015480610768357928
0,1824,0,0,0,0,0,0,0.01561368192109453
0,1825,0,0,0.04672797299030601,0,0,0,0
0,1827,0,0.0024112885231537175,0,0,0,0,0
0,1828,0,0.0021762531797416226,0,0,0,0,0
0,8517,0,0,0.04482070878662005,0,0,0,0
0,1831,0.002664396620282012,0.002592783358229804,0,0,0,0,0
0,1832,0,0,0,0,0,0,0
0,1834,0,0.003901761364326404,0,0,0,0,0
0,1840,0.002458223072283999,0,0,0,0,0,0
0,1841,0,0,0.04575447355300797,0,0,0,0
0,8499,0.0022608474971371087,0,0,0,0,0,0
0,1844,0,0,0,0,0,0,0
0,1847,0,0,0,0,0,0,0
0,1848,0.0027051188393692914,0,0,0,0,0,0
0,1849,0,0.0019700069633608805,0,0,0,0,0
0,1850,0.003883838333639923,0,0,0,0,0,0
0,1853,0,0,0.004604223753761808,0,0,0,0
0,1856,0.0037543770558519257,0,0,0,0,0,0
0,1858,0.006225851399151435,0,0,0,0,0,0
0,1859,0,0,0.004097415542060416,0,0,0,0
0,1860,0,0,0.052290826917723396,0,0,0,0
0,8502,0.0020478420304646866,0.001992800432358444,0,0,0.0032354154647906757,0,0
0,1862,0,0,0,0,0.005740253243983457,0,0
0,1863,0.004710815317228652,0,0,0,0,0,0
0,1864,0.0022283173173221864,0,0,0,0,0,0.009800674443276963
0,1866,0.0028879823506553276,0,0,0.005309044671538819,0,0,0
0,1868,0,0,0.004491236667779924,0,0,0,0
0,1870,0,0,0.005143360024694105,0,0,0,0
0,1872,0.003958288908725673,0,0,0,0,0,0
0,1873,0,0,0,0.005188109713189415,0,0,0
0,1874,0,0.0033866411842046595,0,0,0,0,0
0,7139,0,0.004566834324154769,0,0,0,0,0
0,1877,0.006163902629010625,0.0059982301570987995,0,0,0,0,0
0,1879,0.007079682448177917,0,0,0,0,0,0
0,1880,0,0,0.004968811607566477,0,0,0,0
0,8246,0.0035807642440206225,0,0,0,0,0,0
0,1886,0,0,0.008256446355430009,0,0,0,0
0,1889,0.002114239638960982,0,0,0.003886655570119716,0,0,0
0,1890,0,0,0,0,0.006396818157510977,0,0
0,1891,0.003330495775352515,0,0,0,0,0.007512811469590047,0
0,1893,0,0,0.004500440021607341,0,0,0,0
0,1894,0,0,0,0.014324403547736815,0,0,0
0,1896,0.009991487326057544,0,0,0,0,0,0
0,1900,0,0,0.0060005866954764555,0,0,0,0
0,1901,0,0.0033866411842046595,0,0,0,0,0
0,1902,0,0,0,0.006309086327119538,0,0,0
0,1903,0,0.0027215446085256403,0,0,0,0,0
0,1907,0.0020080136603421966,0.0019540425633336445,0,0,0,0,0
0,1908,0,0,0.007815710784855453,0,0,0,0
0,1909,0.002901509200072917,0,0,0,0,0,0
0,1911,0.0044889290885186065,0,0,0,0,0,0
0,1912,0.0028221968756973474,0.0027463422814962613,0,0,0,0,0
0,1913,0,0,0.01756971784435506,0,0,0,0
0,1915,0,0,0.004902265023536568,0,0,0,0
0,1917,0.001891518211345245,0.0018406782619494026,0,0,0.0029884371850356626,0,0
0,1919,0.0014855448782147907,0.0014456166205957539,0,0,0.00234703400023784,0,0
0,8512,0,0.0023593821165887644,0,0,0,0,0
0,1923,0,0,0.006497676717586931,0,0,0,0
0,1924,0.004456634634644373,0,0,0,0,0,0
0,1925,0.0020683546384493083,0.002012761705470549,0,0,0,0,0
0,1926,0,0,0,0,0.007041102000713522,0,0
0,1929,0,0,0,0,0,0,0
0,1932,0,0.002093132398570935,0,0,0,0,0
0,1934,0,0,0,0,0.008510549374775474,0,0
0,1936,0.003193155743379215,0,0,0,0,0,0
0,1938,0,0,0.009937623215132954,0,0,0,0
0,1939,0,0,0,0.006309086327119538,0,0,0
0,1940,0,0,0.010074379497910013,0,0,0,0
0,1941,0.004995743663028772,0,0,0,0,0,0
0,1942,0,0,0,0,0,0,0
0,8248,0,0.0033122095098265356,0,0,0,0,0
0,1944,0.0022608474971371087,0,0,0,0,0,0.009943749982594874
0,1945,0.0021928219972232486,0,0,0.004031115334672838,0,0,0
0,1946,0.002017824802005107,0,0,0.003709413948029566,0,0,0
0,1948,0,0,0.008964141757324011,0,0,0,0
0,8469,0.0035807642440206225,0.0034845209872163547,0,0,0.0056573016075097075,0,0.015749060666075117
0,1950,0,0,0,0.006778512393125456,0,0,0
0,1951,0,0,0.011620183759494087,0,0,0,0
0,1952,0,0,0,0,0,0,0
0,1953,0,0,0,0,0,0,0
0,1955,0,0.0029916731056497735,0,0,0,0,0
0,1956,0,0.004200851085633654,0,0,0,0,0
0,8519,0,0,0.04575447355300797,0,0,0,0
0,1966,0,0.00375590112640766,0,0,0,0,0
0,1968,0,0,0,0,0,0,0
0,8520,0.004088925506373384,0,0,0,0,0,0
0,1971,0.002586522815096316,0,0,0,0,0,0
0,8521,0,0,0,0,0,0,0
0,1978,0.0024010550938587897,0,0,0,0,0,0.010560416648182153
0,1981,0.0035097575876236135,0,0,0,0,0,0
0,1982,0,0,0.004604223753761808,0,0,0,0
0,1983,0,0,0,0,0,0,0
0,1984,0,0,0,0,0.004649468779568549,0,0
0,1991,0.003403693484700922,0,0,0,0,0.0076779282051854325,0
0,1992,0.004075475093523472,0,0,0,0,0,0
0,1993,0,0.003099342574747709,0,0,0,0,0
0,1995,0.0012838802367162025,0,0,0.002360186698539019,0,0,0
0,1997,0,0,0,0,0,0,0.017354060479178316
0,8525,0.0023780123386394156,0,0,0,0,0,0
0,2002,0.002061471594727347,0.002006063663189449,0,0.0037896508553912703,0,0,0
0,8250,0.001863074328467873,0.0018129988895892613,0,0,0,0,0
0,2004,0,0,0.004022371301363338,0,0,0,0
0,8526,0,0,0.04482070878662005,0,0,0,0
0,2009,0,0,0,0,0,0,0
0,8527,0.0021928219972232486,0,0,0,0,0,0
0,2012,0,0,0,0,0,0,0.017354060479178316
0,2014,0.003698341577406375,0,0,0,0,0,0
0,2015,0.003366696816388955,0,0,0.006189076532853678,0,0,0
0,2018,0,0,0.005887975148912554,0,0,0,0
0,2021,0,0.002912184206707388,0,0,0,0,0
0,2022,0,0.005881191519887116,0,0.011110147141903188,0,0,0
0,8529,0.0021928219972232486,0,0,0,0,0,0
0,2026,0,0.0023410568185958424,0,0,0,0,0
0,2029,0,0,0,0,0,0,0
0,2030,0,0.0020967726288293196,0,0,0,0,0
0,2033,0.0034998430181670493,0,0,0,0,0,0
0,2036,0.0024388669851006604,0,0,0,0,0,0.010726722422169273
0,2038,0,0.0029842679742001455,0,0,0,0,0
0,2039,0.0036873346084259984,0,0,0,0,0,0
0,8524,0,0.002830150848771969,0,0,0,0,0
0,8532,0,0,0.009037920701828735,0,0,0,0
0,2044,0,0.0059982301570987995,0,0.01133124459746345,0,0,0
0,2046,0.004640241304985526,0.004515521578939546,0,0,0,0,0
0,2050,0,0.007219426716029095,0,0,0,0,0
0,2051,0.004440661033803353,0.004321305597049673,0,0,0,0,0
0,2055,0.0028947299729699424,0,0,0,0,0,0
0,2058,0.0028221968756973474,0,0,0,0,0,0
0,2060,0,0,0,0,0,0,0
0,2064,0,0,0,0,0,0,0
0,2068,0,0.0029991150785493997,0,0,0,0,0
0,2069,0,0,0.009937623215132954,0,0,0,0
0,2075,0,0.0047280167120661125,0,0,0,0,0
0,2076,0.006999686036334099,0,0,0,0,0,0
0,2077,0.004588683068263465,0,0,0,0,0,0
0,2078,0,0,0.004565934990736762,0,0,0,0
0,2079,0.0026992253342726265,0,0,0.004962048287778112,0,0,0
0,2080,0,0,0,0,0,0,0
0,2082,0,0,0,0,0,0,0
0,2083,0,0,0.005143360024694105,0,0,0,0
0,2085,0,0,0.09150894710601594,0,0,0,0
0,2086,0.002061471594727347,0.002006063663189449,0,0.0037896508553912703,0,0,0
0,2087,0.0034510986864377032,0.0033583405614954283,0,0,0,0,0
0,2089,0.001969704973658403,0.0019167635319186946,0,0,0,0,0
0,2090,0.005816640509066364,0.005660301697543938,0,0,0,0,0
0,2091,0.0017800925695849647,0.0017322475022656016,0,0,0.002812394189940171,0,0
0,2092,0,0.005044536659317401,0,0,0.008190068435976396,0,0
0,2095,0,0,0.005155433639775546,0,0,0,0
0,2098,0,0.0035149978471628535,0,0,0,0,0
0,2100,0.004710815317228652,0,0,0.008660000623916933,0,0,0
0,2101,0,0,0.00522908269177234,0,0,0,0
0,2102,0,0,0.00538287924153035,0,0,0,0
0,2103,0,0,0.010167660789557326,0,0,0,0
0,2104,0,0.007262917238414812,0,0,0,0,0
0,2107,0,0,0.008820139480097921,0,0,0,0
0,2108,0.0030819513145053123,0,0,0.005665622298731725,0,0,0
0,2110,0,0,0.006203996413967182,0,0,0,0
0,2111,0.005735853835329331,0,0,0,0,0,0
0,2112,0,0,0,0.014415064329684516,0,0,0
0,2115,0.0041998116218004596,0,0,0,0,0,0
0,2120,0,0,0.007419644359947239,0,0,0,0
0,2122,0,0,0.0075993589292193174,0,0,0,0
0,2123,0.00320140679181172,0,0,0.005885220062248459,0,0,0
0,2124,0,0,0,0,0.0027804351650544874,0.003969837878817468,0
0,2125,0,0,0,0.00918379098423449,0,0,0
0,2129,0.0021889477534119003,0.002130113536354874,0,0.004023993222774123,0,0,0
0,2130,0,0,0.00471290714709095,0,0,0,0
0,2131,0,0.0017704027335930378,0,0,0.0028743411985291613,0,0
0,2133,0,0,0.01060973299779895,0,0,0,0
0,2134,0.005162268451796398,0.005023517756570245,0,0,0,0,0
0,2137,0,0,0,0,0,0,0
0,2138,0,0,0,0,0.004069493464029852,0,0
0,2139,0,0,0,0,0,0,0
0,2140,0.003933156915654399,0.003827442100243996,0,0,0,0,0
0,2141,0.003413070050774478,0,0,0,0,0,0
0,2143,0,0,0.007084563646917364,0,0,0,0
0,2144,0,0,0.04575447355300797,0,0,0,0
0,2146,0,0.003979023965600194,0,0,0,0,0
0,2148,0,0,0,0,0,0,0
0,2149,0,0.0028705815751829972,0,0,0,0,0
0,2150,0,0.0028368100272396675,0,0,0,0,0
0,2151,0,0,0.00801538222826417,0,0,0,0
0,2152,0,0,0.00984849654952638,0,0,0,0
0,8255,0,0.004566834324154769,0,0,0,0,0
0,2159,0,0,0.016512892710860018,0,0,0,0
0,2162,0,0,0.012407992827934365,0,0,0,0
0,2163,0.002901509200072917,0,0,0,0,0,0
0,2164,0,0.003504779830165287,0,0,0,0,0
0,2174,0,0,0.013473710003339771,0,0,0,0
0,2175,0,0.003330509009880825,0,0,0,0,0
0,2176,0,0,0.00889155761354001,0,0,0,0
0,2177,0.004102464994805085,0,0,0.0075416561724839515,0,0,0
0,2180,0.003014463329516145,0.0029334410257344495,0,0,0,0,0
0,2182,0,0.004515521578939546,0,0,0,0,0
0,2184,0,0,0.004623609959040806,0,0,0,0
0,2187,0,0,0.00405205669842137,0,0,0,0
0,2188,0.002350938194366481,0.002287750021967474,0,0,0,0,0
0,2189,0,0,0.04575447355300797,0,0,0,0
0,2190,0,0,0.04575447355300797,0,0,0,0
0,2192,0.0058717745423276565,0,0,0,0,0,0
0,2193,0.004622926971757968,0,0,0,0,0,0
0,2194,0.0019031404430585798,0.0018519881130212885,0,0,0,0,0
0,2195,0.0037772695988754134,0,0,0,0,0,0
0,2198,0,0,0.004891346838628914,0,0,0,0
0,2199,0.007554539197750827,0,0,0,0,0,0
0,2200,0,0,0,0,0,0,0
0,2201,0.007331032120894292,0,0,0,0,0,0
0,2203,0.006590129938463487,0,0,0,0,0,0
0,2204,0.0028481481113359435,0,0,0,0,0,0
0,2205,0,0,0.009760954357975034,0,0,0,0
0,2209,0,0,0.014940236262206684,0,0,0,0
0,2210,0.006999686036334099,0,0,0,0,0,0
0,2212,0,0,0.0046333644104311865,0,0,0,0
0,2213,0,0,0.014448781122002517,0,0,0,0
0,2214,0.008371246138048214,0.008146245010654451,0,0,0,0,0
0,2218,0,0.003415422837328212,0,0,0,0,0
0,2219,0.0036439542012680457,0.003546012534049585,0,0,0,0,0
0,2221,0,0,0,0,0,0,0
0,2223,0,0,0.008414615825840546,0,0,0,0
0,2224,0,0,0.004733221402035307,0,0,0,0
0,2228,0.0037657885362648497,0,0,0,0,0,0
0,2230,0,0,0,0,0,0,0
0,2232,0,0,0,0,0,0,0
0,2237,0,0,0.020719006891928137,0,0,0,0
0,2238,0,0,0.012269356036560798,0,0,0,0
0,2239,0,0,0.0073946623924053285,0,0,0,0
0,2240,0.0038357412644926796,0,0,0,0,0,0
0,2241,0.0038596399639599234,0.00375590112640766,0,0,0,0,0
0,2244,0.0036332681185663796,0.003535613670313369,0,0,0.005740253243983457,0,0
0,2246,0,0,0,0.007880900221765236,0,0,0
0,2249,0.0032433100220710357,0.0031561368104106252,0,0,0,0,0
0,2250,0.003945682893092789,0,0,0,0,0,0
0,2253,0,0,0.009590457338621758,0,0,0,0
0,2255,0.004746913518893239,0,0,0,0,0,0
0,2259,0,0,0.01557599099676867,0,0,0,0
0,2260,0.0027967142853975967,0,0,0,0,0,0
0,2261,0,0,0.00546322072274722,0,0,0,0
0,2262,0.004257540991172287,0,0,0.007826735959072692,0,0,0
0,2264,0.0020928115345120535,0,0,0.003847263790692827,0,0,0
0,2265,0,0,0.011807606078195606,0,0,0,0
0,2266,0,0,0.009760954357975034,0,0,0,0
0,2269,0.00202441900070447,0.0019700069633608805,0,0,0,0,0
0,2270,0.00320140679181172,0,0,0,0,0,0
0,2271,0,0,0.004135997609311455,0,0,0,0
0,2272,0,0,0.005518127463679354,0,0,0,0
0,2274,0,0,0,0,0,0,0
0,2275,0.0020999058109002298,0,0,0.0038603053628646668,0,0,0
0,2276,0,0,0.005518127463679354,0,0,0,0
0,2277,0.004075475093523472,0,0,0,0,0,0
0,2278,0.002355407658614326,0,0,0,0,0,0
0,2279,0,0,0.006778440526371551,0,0,0,0
0,2280,0,0,0.010558724666078764,0,0,0,0
0,2281,0.002021116522726159,0,0,0.0037154651942743126,0,0,0
0,2282,0.0027967142853975967,0,0,0.005141264478758811,0,0,0
0,2283,0,0,0,0.008726360781954611,0,0,0
0,2284,0.003218037476444508,0,0,0,0,0,0
0,2285,0,0,0.007320715768481276,0,0,0,0
0,2287,0,0,0.013726342065902392,0,0,0,0
0,2288,0.00404883800140894,0,0,0.007443072431667168,0,0,0
0,2289,0.006289058012340789,0,0,0,0,0,0
0,2291,0,0,0.01830178942120319,0,0,0,0
0,2292,0,0,0,0,0,0,0
0,2293,0,0,0.009892859146596319,0,0,0,0
0,2294,0,0,0.006928122178373446,0,0,0,0
0,2299,0.005098536742514962,0,0,0.009372757876914212,0,0,0
0,2301,0.002212400765055599,0,0,0.004067107435875274,0,0,0
0,2305,0,0,0,0,0,0,0
0,2306,0,0,0.00889155761354001,0,0,0,0
0,2308,0,0,0.01756971784435506,0,0,0,0
0,2309,0,0,0.016148637724591047,0,0,0,0
0,2310,0.005762532225261095,0,0,0,0,0,0
0,2311,0,0,0.014448781122002517,0,0,0,0
0,2312,0.004075475093523472,0,0,0,0,0,0
0,2313,0,0,0.017024920391816918,0,0,0,0
0,2314,0,0,0.004991397114873597,0,0,0,0
0,2315,0.0030218156791003304,0,0,0,0,0,0
0,2316,0.0036439542012680457,0,0,0.006698765188500451,0,0,0
0,2317,0,0,0.01830178942120319,0,0,0,0
0,2318,0.003470432572636234,0,0,0,0,0,0
0,2320,0.003014463329516145,0,0,0,0,0,0
0,2321,0,0,0.0060005866954764555,0,0,0,0
0,2322,0,0,0.003957143658638527,0,0,0,0
0,2323,0,0,0,0,0,0,0
0,2325,0,0,0.009892859146596319,0,0,0,0
0,2326,0,0,0.010074379497910013,0,0,0,0
0,2327,0.004424801530111198,0.004305872362774496,0,0,0,0,0
0,2328,0,0,0.004816260374000839,0,0,0,0
0,2329,0.001392072391495658,0,0,0.0025590788360563524,0,0,0
0,2330,0,0,0.026145413458861698,0,0,0,0
0,2331,0.005531001912638997,0,0,0,0,0,0
0,2332,0.006353561171441721,0,0,0,0,0,0
0,2333,0.003470432572636234,0,0,0,0,0,0
0,2337,0,0,0.012407992827934365,0,0,0,0
0,2339,0.003413070050774478,0,0,0,0,0,0
0,2340,0,0,0,0,0,0,0
0,2341,0,0,0.029678577439788956,0,0,0,0
0,2342,0,0,0.01689395946572602,0,0,0,0
0,2344,0,0,0,0,0,0,0
0,2345,0.0035297562063565115,0,0,0,0,0,0
0,2347,0.004316879541571901,0,0,0.007935819387073705,0,0,0
0,2348,0,0,0.005241562602731223,0,0,0,0
0,2349,0,0,0.009189182972989048,0,0,0,0
0,2350,0.004075475093523472,0,0,0,0,0,0
0,2351,0.003339472852914112,0,0,0,0,0,0
0,2352,0,0,0.007815710784855453,0,0,0,0
0,2353,0.004035649604010214,0,0,0,0,0,0
0,2355,0,0.0027908431980945806,0,0,0,0,0
0,2356,0,0,0.015042566647564265,0,0,0,0
0,2357,0,0.0027715960036249626,0,0,0,0,0
0,2358,0,0,0.010818791776080703,0,0,0,0
0,2360,0,0,0,0,0.004069493464029852,0,0
0,2361,0.0035097575876236135,0,0,0,0,0,0
0,2362,0,0,0.00861260678644856,0,0,0,0
0,2363,0.002302870684816237,0.002240974463897507,0,0,0,0,0
0,8262,0.0022943415341317324,0,0,0,0,0,0
0,2365,0,0,0.01756971784435506,0,0,0,0
0,2366,0,0,0,0.004483425519862506,0,0,0
0,2367,0,0,0.011205177196655012,0,0,0,0
0,2369,0.003970975732151075,0,0,0,0,0,0
0,2370,0,0,0,0,0,0,0
0,2371,0.0028481481113359435,0,0,0.0052358164691727665,0,0,0
0,2372,0.004424801530111198,0.004305872362774496,0,0,0,0,0
0,2374,0.002949867686740799,0,0,0,0,0,0
0,2375,0,0,0.011320694487342178,0,0,0,0
0,2377,0,0,0.008382498971543445,0,0,0,0
0,2378,0.003218037476444508,0,0,0,0,0,0
0,2380,0.0030896369786312604,0,0,0.005679751032643774,0,0,0
0,2381,0,0,0.003206152891305668,0,0,0,0
0,2382,0,0,0.005254102226182733,0,0,0,0
0,2383,0,0,0.007986235383797755,0,0,0,0
0,2385,0,0,0.009760954357975034,0,0,0,0
0,2387,0,0,0.014261134613924564,0,0,0,0
0,2388,0,0,0.01262192373876082,0,0,0,0
0,2389,0,0,0.016512892710860018,0,0,0,0
0,2391,0,0,0.014354344644080932,0,0,0,0
0,2392,0,0,0.011148298124590774,0,0,0,0
0,2393,0.0028947299729699424,0,0,0.0053214489815190495,0,0,0
0,2394,0,0,0.006675424712900859,0,0,0,0
0,2395,0,0,0.011681993247576503,0,0,0,0
0,2396,0.004088925506373384,0,0,0,0,0,0
0,2397,0.0013096664148320673,0.0012744653927873773,0,0,0,0,0
0,2399,0,0,0.005490536826360957,0,0,0,0
0,2400,0,0,0.04575447355300797,0,0,0,0
0,2401,0,0,0.00889155761354001,0,0,0,0
0,2404,0.0034801809787391447,0,0,0.00639769709014088,0,0,0
0,2406,0,0,0.0051919969989228905,0,0,0,0
0,2408,0.0031129256995757176,0,0,0.005722563226357169,0,0,0
0,2411,0.003970975732151075,0,0,0,0,0,0
0,2413,0,0,0,0.014324403547736815,0,0,0
0,2414,0,0,0.005490536826360957,0,0,0,0
0,2415,0.004301890376496998,0,0,0,0,0,0
0,2417,0,0,0,0,0,0,0
0,2418,0,0,0.006757583786290408,0,0,0,0
0,2420,0,0,0,0,0,0,0
0,2423,0,0,0,0,0,0,0
0,2424,0.0032689826607681673,0,0,0,0,0,0
0,2425,0,0,0,0,0,0,0
0,2426,0,0,0,0,0,0,0
0,2428,0,0,0.005292083688058754,0,0,0,0
0,2430,0,0,0.00822552333537222,0,0,0,0
0,2432,0,0,0.00984849654952638,0,0,0,0
0,2435,0,0,0,0,0,0,0
0,2436,0,0.007219426716029095,0,0,0,0,0
0,2437,0,0,0,0.00785372470375915,0,0,0
0,2438,0.010411297717908701,0.010131464382998813,0,0,0,0,0
0,2440,0.0030819513145053123,0,0,0,0,0,0
0,2441,0.0030819513145053123,0,0,0,0,0,0
0,2442,0.0032689826607681673,0,0,0,0,0,0
0,2444,0,0,0.0067368550016698855,0,0,0,0
0,2445,0,0,0.009466442804070614,0,0,0,0
0,2446,0,0,0.007061783699499623,0,0,0,0
0,2447,0,0.004157394005437444,0,0,0,0,0
0,2448,0.002350938194366481,0,0,0,0,0,0
0,2454,0,0,0,0.006601681635043923,0,0,0
0,2456,0.0020683546384493083,0.002012761705470549,0,0,0,0,0
0,2457,0.0014191803303907624,0,0,0,0,0,0
0,2458,0,0,0.011559024897602013,0,0,0,0
0,2461,0,0,0.023363986495153005,0,0,0,0
0,2462,0,0,0.007679072484420919,0,0,0,0
0,2465,0.003788820882052402,0,0,0,0,0,0
0,2467,0,0.0040188142052561965,0,0,0,0,0
0,2469,0,0,0.009150894710601595,0,0,0,0
0,2471,0,0,0.008194831084120831,0,0,0,0
0,2472,0,0,0.02524384747752164,0,0,0,0
0,2473,0.0028093977968959988,0,0,0.0051645808709527286,0,0,0
0,2475,0,0,0.005179751722982034,0,0,0,0
0,2478,0.0014175565542690338,0,0,0,0,0,0
0,2480,0,0,0.00369111719419224,0,0,0,0
0,2482,0.0018800370689395077,0,0,0,0,0,0
0,2484,0.008724960763599547,0,0,0,0,0,0
0,2488,0.01015528220025521,0,0,0,0,0,0
0,2490,0,0,0,0,0,0,0
0,2491,0.004062112880102084,0,0,0,0,0,0
0,2495,0,0.0017967872750772858,0,0,0,0,0
0,2498,0,0,0.005179751722982034,0,0,0,0
0,2504,0,0.004515521578939546,0,0,0,0,0
0,2505,0,0.0034446978902195964,0,0,0.005592646731995311,0,0
0,2506,0.0018219771006340228,0,0,0.0033493825942502256,0,0,0
0,2507,0,0.002843500616926554,0,0,0.00461657159480745,0,0
0,2508,0,0.007219426716029095,0,0,0,0,0
0,2513,0,0.004481948927795014,0,0,0,0,0
0,2514,0,0.002843500616926554,0,0,0,0,0
0,2515,0,0.004465349116951329,0,0,0,0,0
0,7709,0,0,0.006994314428485296,0,0,0,0
0,2517,0.001846414945500947,0,0,0.003394307249016622,0,0,0
0,2518,0,0,0,0.004141054843800279,0,0,0
0,2521,0.004272222167003915,0.004157394005437444,0,0,0,0,0
0,2522,0,0,0,0,0.006273802423712688,0,0
0,2523,0,0.0034545680847474463,0,0,0.005608671507731687,0,0
0,2525,0.0037657885362648497,0,0,0,0,0,0
0,2526,0.0016971841485358022,0.0016515674816121354,0,0,0,0,0
0,2527,0,0,0,0.008134214871750547,0.006990808414994139,0,0
0,2528,0,0,0,0.0038999660344009473,0,0,0
0,2529,0,0,0,0.014324403547736815,0,0,0
0,2530,0,0.0016629576021749775,0,0,0,0,0
0,2531,0,0.0028912332411915077,0,0,0,0,0
0,2533,0.0029151633610144364,0,0,0.005359012150800361,0,0,0
0,2535,0.005098536742514962,0.00496149901883481,0,0,0,0,0
0,2536,0,0.007219426716029095,0,0,0,0,0
0,2539,0,0,0,0,0,0,0
0,2540,0.0017449921527199093,0,0,0.0032078593860424697,0,0,0
0,2541,0.0016925470333758682,0,0,0,0,0,0
0,2542,0.004301890376496998,0,0,0,0,0,0
0,2548,0,0,0.013988628856970591,0,0,0,0
0,2549,0.0029854082612798447,0,0,0.005488144973711214,0,0,0
0,2554,0.0032689826607681673,0,0,0,0,0,0
0,2555,0,0,0,0.003661704443874845,0,0,0
0,2556,0.002333228678778033,0,0,0.00428922818096074,0,0,0
0,2558,0,0,0,0.003667600908357735,0,0,0
0,2559,0,0.0065524144650916235,0,0,0.010638186718469342,0,0
0,2560,0,0.0021452744867915636,0,0,0,0,0
0,2561,0.0016541314131256815,0,0,0.003040827989439457,0,0,0
0,2562,0.003612082881723427,0.0035149978471628535,0,0,0,0,0
0,2565,0.0015428946804870928,0.0015014249832837594,0,0,0,0,0
